# xyscan Version 4.3.0
# Date: Mon May 14 14:15:43 2018
# Scanned by: cozzyd
# Source: Clipboard
# Comment: 
# Format: x y -dx +dx -dy +dy
0.347826	402.261	0	0	0	0	
1.04348	302.01	0	0	0	0	
1.21739	363.568	0	0	0	0	
1.91304	335.427	0	0	0	0	
2.43478	418.09	0	0	0	0	
2.6087	404.02	0	0	0	0	
2.95652	433.92	0	0	0	0	
3.65217	439.196	0	0	0	0	
4	419.849	0	0	0	0	
4.17391	400.503	0	0	0	0	
5.3913	446.231	0	0	0	0	
5.73913	509.548	0	0	0	0	
6.3 456.784	0	0	0	0	
6.43478	465.578	0	0	0	0	
7.30435	491.96	0	0	0	0	
7.47826	481.407	0	0	0	0	
8	520.101	0	0	0	0	
8.34783	530.653	0	0	0	0	
8.69565	504.271	0	0	0	0	
9.21739	511.307	0	0	0	0	
9.56522	504.271	0	0	0	0	
10.7826	509.548	0	0	0	0	
11.1304	534.171	0	0	0	0	
12.6957	555.276	0	0	0	0	
13.2174	542.965	0	0	0	0	
14.2609	551.759	0	0	0	0	
14.7826	560.553	0	0	0	0	
15.1304	553.518	0	0	0	0	
16.5217	572.864	0	0	0	0	
16.6957	560.553	0	0	0	0	
18.7826	567.588	0	0	0	0	
20	574.623	0	0	0	0	
20.8696	595.729	0	0	0	0	
21.5652	590.452	0	0	0	0	
22.7826	601.005	0	0	0	0	
25.0435	611.558	0	0	0	0	
28.1739	641.457	0	0	0	0	
29.2174	632.663	0	0	0	0	
30.2609	636.181	0	0	0	0	
30.7826	639.698	0	0	0	0	
31.4783	652.01	0	0	0	0	
33.0435	657.286	0	0	0	0	
34.4348	655.528	0	0	0	0	
37.3913	662.563	0	0	0	0	
37.5652	671.357	0	0	0	0	
38.4348	666.08	0	0	0	0	
39.6522	678.392	0	0	0	0	
40.3478	690.704	0	0	0	0	
41.913	692.462	0	0	0	0	
42.087	688.945	0	0	0	0	
42.6087	681.91	0	0	0	0	
43.8261	703.015	0	0	0	0	
44.8696	685.427	0	0	0	0	
46.6087	704.774	0	0	0	0	
48.3478	715.327	0	0	0	0	
49.3913	724.121	0	0	0	0	
50.7826	722.362	0	0	0	0	
52.8696	725.879	0	0	0	0	
55.1304	757.538	0	0	0	0	
55.6522	739.95	0	0	0	0	
56.1739	754.02	0	0	0	0	
57.3913	741.709	0	0	0	0	
58.6087	748.744	0	0	0	0	
59.4783	752.261	0	0	0	0	
60.5217	748.744	0	0	0	0	
63.6522	768.09	0	0	0	0	
64.5217	783.92	0	0	0	0	
66.6087	776.884	0	0	0	0	
66.9565	789.196	0	0	0	0	
69.0435	785.678	0	0	0	0	
69.7391	776.884	0	0	0	0	
70.9565	785.678	0	0	0	0	
71.4783	792.714	0	0	0	0	
71.8261	803.266	0	0	0	0	
73.5652	799.749	0	0	0	0	
75.3043	824.372	0	0	0	0	
75.6522	810.302	0	0	0	0	
77.2174	820.854	0	0	0	0	
78.4348	822.613	0	0	0	0	
79.1304	817.337	0	0	0	0	
80.5217	819.095	0	0	0	0	
81.5652	840.201	0	0	0	0	
83.3043	843.719	0	0	0	0	
89.2174	848.995	0	0	0	0	
93.3913	863.065	0	0	0	0	
94.6087	859.548	0	0	0	0	
99.6522	859.548	0	0	0	0	
100.522	877.136	0	0	0	0	
103.478	875.377	0	0	0	0	
106.435	878.894	0	0	0	0	
107.304	873.618	0	0	0	0	
108.522	884.171	0	0	0	0	
# EoF
